Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round),Sentiment
2022-08-10,Palline is a hospital management solution and operational data analysis company.,Palline,https://www.crunchbase.com/organization/palline,"Analytics, Health Care, Hospital, Management Consulting","Beijing, Beijing, China, Asia",Series A - Palline,https://www.crunchbase.com/funding_round/palline-series-a--8feef481,3,"BioVenture, Bojiang Capital, Yunqi Partners",Early Stage Venture,BioVenture,Series A,3,4350000,USD,4350000,,,,36463387,USD,36463387,Yes,,http://www.palline.cn/,,Early Stage Venture,,"288,605",
2022-09-14,"JiHu GitLab is an out-of-the-box, open DevOps platform built as a single application for all stages of the DevOps lifecycle.","GitLab Information Technology (Hubei) Co., LTD",https://www.crunchbase.com/organization/gitlab-information-hubei-co-ltd,"DevOps, Software","Beijing, Beijing, China, Asia","Series A - GitLab Information Technology (Hubei) Co., LTD",https://www.crunchbase.com/funding_round/gitlab-information-hubei-co-ltd-series-a--ed553276,1,Zhejiang Paradise,Early Stage Venture,Zhejiang Paradise,Series A,2,,,,,,,,,,Yes,,http://about.gitlab.cn/,,Early Stage Venture,,"287,094",
2022-09-13,NeoTrident is a scientific innovation lifecycle management software.,NeoTrident,https://www.crunchbase.com/organization/neotrident,"Enterprise Software, Information Technology, Internet, Software","Beijing, Beijing, China, Asia",Series A - NeoTrident,https://www.crunchbase.com/funding_round/neotrident-series-a--08e3ff62,1,Chengwei Capital,Early Stage Venture,Chengwei Capital,Series A,2,,,,,,,,,,Yes,,http://www.neotrident.com/,Less than $1M,Early Stage Venture,,"282,624",
2022-11-28,"Sunny Dental providing more professional orthodontics, implants, prosthetics, children's oral cavity and dental pulp.",Sunny Dental,https://www.crunchbase.com/organization/sunny-dental,"Dental, Medical","Beijing, Beijing, China, Asia",Series A - Sunny Dental,https://www.crunchbase.com/funding_round/sunny-dental-series-a--44709597,1,Qiming Venture Partners,Early Stage Venture,Qiming Venture Partners,Series A,2,,,,281000000,USD,281000000,200000000,CNY,28722426,Yes,,http://www.sunnydental.com/,,Early Stage Venture,2,"290,875",
2022-11-21,Levdeo designs and manufactures electric vehicle that promotes sustainable energy usage.,Levdeo,https://www.crunchbase.com/organization/levdeo,"Automotive, Manufacturing, Transportation","Weifang, Shandong, China, Asia",Series A - Levdeo,https://www.crunchbase.com/funding_round/levdeo-series-a--efed169f,1,Weicheng Western Investment and Development Group,Early Stage Venture,Weicheng Western Investment and Development Group,Series A,1,3200000000,CNY,446596793,,,,3200000000,CNY,446596793,Yes,,http://www.levdeo.com/,$500M to $1B,Early Stage Venture,,"287,349",
2022-08-09,Supremind is a Chinese AI-based video big data analysis company.,Supremind,https://www.crunchbase.com/organization/supremind,"Analytics, Artificial Intelligence (AI), Computer, Robotics","Shanghai, Shanghai, China, Asia",Series C - Supremind,https://www.crunchbase.com/funding_round/supremind-series-c--4858393b,3,"Guochuang Zhongding, Linear Capital, ZJ Innopark (Zhangjiang Hi-Tech Park)",Late Stage Venture,ZJ Innopark (Zhangjiang Hi-Tech Park),Series C,3,400000000,CNY,59235565,,,,81420719,USD,81420719,Yes,,https://www.supremind.com,$1M to $10M,Late Stage Venture,,"305,348",
2022-12-27,Ningze Fintech is a financial technology company.,Ningze Fintech,https://www.crunchbase.com/organization/ningze-fintech,"Financial Services, FinTech","Shenzhen, Guangdong, China, Asia",Private Equity Round - Ningze Fintech,https://www.crunchbase.com/funding_round/ningze-fintech-private-equity--d00609d4,1,Client Service International,Private Equity,Client Service International,Private Equity,2,107000000,CNY,15373342,,,,18264853,USD,18264853,Yes,,http://www.ningzefintech.com,,Private Equity,,"311,445",
2022-08-01,GYENNO Technologies is a digital health company developing medical devices for people with disabilities.,GYENNO Technologies,https://www.crunchbase.com/organization/gyenno-technologies,"Health Care, Medical, Medical Device","Shenzhen, Guangdong, China, Asia",Series B - GYENNO Technologies,https://www.crunchbase.com/funding_round/gyenno-technologies-series-b--d9dbcc20,1,Qiming Venture Partners,Early Stage Venture,Qiming Venture Partners,Series B,5,,,,,,,138000000,CNY,21396216,Yes,,https://www.gyenno.com/,,Early Stage Venture,1,"306,172",
2022-09-05,iStar-Space Technology is a high-tech enterprise established in response to the call for national military-civilian integration.,iStar-Space Technology,https://www.crunchbase.com/organization/istar-space-technology,"Aerospace, Space Travel","Tianjin, Guangdong, China, Asia",Series C - iStar-Space Technology,https://www.crunchbase.com/funding_round/istar-space-technology-series-c--9bd7bd97,4,"China Innovative Capital Management, Landstone Capital, Tianchuang Capital, Zhongji Investment",Late Stage Venture,Tianchuang Capital,Series C,3,300000000,CNY,43264447,,,,400000000,CNY,59067228,Yes,,http://www.istar-space.com/,,Late Stage Venture,,"312,528",
2022-09-01,Unity Drive provides autonomous driving vehicles for logistics automation.,Unity Drive,https://www.crunchbase.com/organization/unity-drive,"Autonomous Vehicles, Logistics, Supply Chain Management","Shenzhen, Guangdong, China, Asia",Series A - Unity Drive,https://www.crunchbase.com/funding_round/unity-drive-series-a--85a498ee,1,Shenzhen Nanshan Technology Innovation Service Center,Early Stage Venture,Shenzhen Nanshan Technology Innovation Service Center,Series A,2,,,,,,,3000000,CNY,428473,Yes,,https://unity-drive.com/,,Early Stage Venture,,"293,089",
2022-12-28,NeuroXess develops brain-computer interface technologies and solutions for scientific research and medical applications.,NeuroXess,https://www.crunchbase.com/organization/neuroxess,"Health Care, Health Diagnostics, Medical, Neuroscience","Huangpu, Shanghai, China, Asia",Series A - NeuroXess,https://www.crunchbase.com/funding_round/neuroxess-series-a--2f58e0c7,8,"Guosheng Group, HSG, Light Silver Capital, New Alliance Capital, Qingzhou Capital, Sailing Capital, Shanda Capital, Zhongping Capital",Early Stage Venture,Zhongping Capital,Series A,2,,,,,,,97000000,CNY,15218073,Yes,,https://neuroxess.com/,$1M to $10M,Early Stage Venture,,"293,780",
2022-08-17,"Numao Technology is a digital brand providing TWS and wireless desktop products, as well as IP-centric products.",Numao Technology,https://www.crunchbase.com/organization/numao-technology,"Computer, Wireless","Zhuhai, Guangdong, China, Asia",Venture Round - Numao Technology,https://www.crunchbase.com/funding_round/numao-technology-series-unknown--dc973e3f,1,Lenovo Capital and Incubator Group (LCIG),,Lenovo Capital and Incubator Group (LCIG),Venture - Series Unknown,2,,,,,,,7800000,USD,7800000,Yes,,https://www.angrymiao.com,,,1,"293,854",
2022-08-05,ezOne.work provides enterprise-level cloud-native DevOps toolsets.,ezOne.work,https://www.crunchbase.com/organization/ezone-work,"Cloud Computing, DevOps, Enterprise Software, SaaS, Software","Haidian, Beijing, China, Asia",Series A - ezOne.work,https://www.crunchbase.com/funding_round/ezone-work-series-a--2467643a,1,Blue Lake Capital,Early Stage Venture,Blue Lake Capital,Series A,3,,,,,,,,,,Yes,,https://ezone.work/,,Early Stage Venture,1,"294,719",
2022-08-10,KCL is a commodity technology logistics service platform.,KCL,https://www.crunchbase.com/organization/kcl,"Freight Service, Logistics, Transportation","Haidian, Beijing, China, Asia",Series A - KCL,https://www.crunchbase.com/funding_round/kcl-series-a--885d5400,1,CICC,Early Stage Venture,CICC,Series A,3,90000000,CNY,13385288,,,,193000000,CNY,28477138,Yes,,https://www.bjkcwl.com/,,Early Stage Venture,,"309,252",
2022-09-15,Qixiangyun focuses on the empowerment of financial and taxation standard components.,Qixiangyun,https://www.crunchbase.com/organization/qixiangyun,"Financial Services, Software","Haidian, Beijing, China, Asia",Seed Round - Qixiangyun,https://www.crunchbase.com/funding_round/qixiangyun-seed--5af3d1ec,2,"Eight Roads Ventures, Guangzhou SIE Consulting",Seed,Eight Roads Ventures,Seed,2,100000000,CNY,14296948,,,,100000000,CNY,14296948,Yes,,http://www.qixiangyun.com/,,Seed,2,"311,862",
2022-08-01,OPUS develops clinically applicable tissue engineering products and treatments.,OPUS,https://www.crunchbase.com/organization/opus-62fa,Health Care,"Suzhou, Jiangsu, China, Asia",Series A - OPUS,https://www.crunchbase.com/funding_round/opus-62fa-series-a--4e773254,1,Qiming Venture Partners,Early Stage Venture,Qiming Venture Partners,Series A,2,,,,,,,1000000,USD,1000000,Yes,,,,Early Stage Venture,,"296,575",
2022-09-09,"Release U focuses on health foods including probiotic freeze-dried powder, iron-rich gummies, and probiotic oral popcorn candies.",Release U,https://www.crunchbase.com/organization/release-u,"Food and Beverage, Food Processing, Health Care","Hangzhou, Zhejiang, China, Asia",Angel Round - Release U,https://www.crunchbase.com/funding_round/release-u-angel--6723d463,1,Guangzhou Ruoyuchen Technology,Seed,Guangzhou Ruoyuchen Technology,Angel,2,140000,USD,140000,,,,140000,USD,140000,Yes,,,,Seed,,"316,405",
2022-08-31,AUTOST. is a retail and used car auction platform.,AUTOST.,https://www.crunchbase.com/organization/autost,"Auctions, Automotive, B2B, Retail","Changning, Shanghai, China, Asia",Series B - AUTOST.,https://www.crunchbase.com/funding_round/autost-series-b--85e7551f,1,Huasheng Capital,Early Stage Venture,Huasheng Capital,Series B,3,,,,,,,53000000,CNY,7534198,Yes,,http://www.autostreets.com,$50M to $100M,IPO,,"317,275",
2022-08-02,Sanyou Biopharmaceuticals is contract research organization company focused on R&D and services to create innovative antibody drugs.,Sanyou Bio,https://www.crunchbase.com/organization/sanyou-bio,"Biometrics, Biotechnology, Pharmaceutical","Shanghai, Shanghai, China, Asia",Series B - Sanyou Bio,https://www.crunchbase.com/funding_round/sanyou-bio-series-b--3a0da872,4,"Guohai Xia, Huatai Zijin Investment, LH Ventures, Shenzhen Qianhai Beizeng Asset Management",Early Stage Venture,Huatai Zijin Investment,Series B,3,,,,,,,,,,Yes,,https://www.sanyoubio.com/,$50M to $100M,Early Stage Venture,3,"300,037",
2022-08-25,BoundaryX is a network security firm that develops cloud security protection products and defensive system construction.,BoundaryX,https://www.crunchbase.com/organization/boundaryx,"Cloud Security, Cyber Security, DevOps, Network Security","Beijing, Beijing, China, Asia",Seed Round - BoundaryX,https://www.crunchbase.com/funding_round/boundaryx-seed--89582e9c,4,"Chenhui Venture Partners, Jingtai Investment, Shanghai Xinfan Asset Management, Yuanqi Capital",Seed,Shanghai Xinfan Asset Management,Seed,2,,,,,,,10000000,CNY,1503579,Yes,,https://www.boundaryx.com/#/home,,Seed,3,"318,274",
2022-08-15,Zongwei Automation is a research and development enterprise focusing on automation flexibility technology and solutions.,Zongwei Automation,https://www.crunchbase.com/organization/zongwei-automation,"Industrial Automation, Industrial Manufacturing","Suzhou, Jiangsu, China, Asia",Angel Round - Zongwei Automation,https://www.crunchbase.com/funding_round/zongwei-automation-angel--3116a2e9,1,Shunwei Capital,Seed,Shunwei Capital,Angel,3,10000000,CNY,1476342,,,,10000000,CNY,1476342,Yes,,https://www.zongweitech.com,,,,"319,643",
2022-10-12,Shenzhen Didao Microelectronics Technology is a material company that offers photoresist and supporting material.,Didao Microelectronics,https://www.crunchbase.com/organization/didao-microelectronics,"Advanced Materials, Application Specific Integrated Circuit (ASIC), Manufacturing","Shenzhen, Guangdong, China, Asia",Series A - Didao Microelectronics,https://www.crunchbase.com/funding_round/didao-microelectronics-series-a--cfc79b12,1,Matrix Partners China,Early Stage Venture,,Series A,3,,,,,,,,,,Yes,,http://www.didaomat.cn/,,,,"319,799",
2022-11-30,Forsense is a technology company that provides software and hardware products for MEMS inertial sensors and integrated navigation systems.,Forsense,https://www.crunchbase.com/organization/forsense,"Embedded Systems, Hardware, Navigation, Sensor, Software","Shanghai, Shanghai, China, Asia",Seed Round - Forsense,https://www.crunchbase.com/funding_round/forsense-seed--cff9284f,1,Atom Ventures,Seed,Atom Ventures,Seed,2,,,,,,,,,,Yes,,https://www.forsense.cn,,Early Stage Venture,1,"319,924",
2022-08-16,Zhuoyi Zhineng is a UAV system developer company.,Zhuoyi Zhineng,https://www.crunchbase.com/organization/zhuoyi-zhineng,"Aerospace, Drone Management, Drones","Haidian, Beijing, China, Asia",Series A - Zhuoyi Zhineng,https://www.crunchbase.com/funding_round/zhuoyi-zhineng-series-a--3dcea8cb,1,Beihang Investment,Early Stage Venture,Beihang Investment,Series A,5,50000000,CNY,7365506,,,,313000000,CNY,44161862,Yes,,http://droneyee.com/,,Early Stage Venture,,"320,693",
2022-11-02,Qingta Technology is a domestic higher education data and content service provider.,Qingta Technology,https://www.crunchbase.com/organization/qingta-technology,"Big Data, Education, Information Services","Hangzhou, Zhejiang, China, Asia",Series A - Qingta Technology,https://www.crunchbase.com/funding_round/qingta-technology-series-a--56294f6b,1,51job,Early Stage Venture,51job,Series A,4,,,,,,,33000000,CNY,4849823,Yes,,http://www.cingta.com,$1M to $10M,Early Stage Venture,1,"320,863",
2022-08-24,Broadgnss Technologies is a Enterprise services company.,Broadgnss Technologies,https://www.crunchbase.com/organization/broadgnss-technologies,Enterprise,"Shenzhen, Guangdong, China, Asia",Series A - Broadgnss Technologies,https://www.crunchbase.com/funding_round/broadgnss-technologies-series-a--88955471,2,"China Merchants Venture Capital, Suzhou International Development Venture Capital",Early Stage Venture,,Series A,2,,,,,,,3000000,USD,3000000,Yes,,http://www.broadgnss.com/,$1M to $10M,Early Stage Venture,,"320,940",
2022-09-19,Ruicycle is a high-tech company that focuses on the comprehensive recycling and utilization of lithium batteries.,Ruicycle,https://www.crunchbase.com/organization/ruicycle,Battery,"Futian, Guangdong, China, Asia",Series B - Ruicycle,https://www.crunchbase.com/funding_round/ruicycle-series-b--7ab597d5,1,Hidden Hill Capital,Early Stage Venture,Hidden Hill Capital,Series B,3,100000000,CNY,14272054,,,,400000000,CNY,58593056,Yes,,http://www.ruicycle.com,,Late Stage Venture,,"321,073",
2022-11-16,Immorta is dedicated on offering high-performance chips made for automobiles.,Immorta,https://www.crunchbase.com/organization/immota,"Automotive, Industrial Automation, Industrial Manufacturing","Wuhan, Hubei, China, Asia",Angel Round - Immorta,https://www.crunchbase.com/funding_round/immota-angel--1a46a484,1,Hygoal Capital,Seed,Hygoal Capital,Angel,3,,,,,,,200000000,CNY,27973524,Yes,,http://www.immorta.com,,Early Stage Venture,,"321,195",
2022-12-07,Chaomu Technology is a high-tech research and development enterprise dedicated to solving difficult human eye diseases.,Chaomu Technology,https://www.crunchbase.com/organization/chaomu-technology,"Eyewear, Health Care, Medical","Changping, Beijing, China, Asia",Series A - Chaomu Technology,https://www.crunchbase.com/funding_round/chaomu-technology-series-a--cbd521e9,1,Fosun Health Capital,Early Stage Venture,Fosun Health Capital,Series A,2,90000000,CNY,12905816,,,,90000000,CNY,12905816,Yes,,http://www.supervisiontech.cn,,Early Stage Venture,,"321,305",
2022-12-16,Stairway Medical is a developer of implantable brain-computer interface technology.,Stairway Medical,https://www.crunchbase.com/organization/stairway-medical,"Health Care, Medical, Medical Device, Neuroscience","Pudong, Shandong, China, Asia",Angel Round - Stairway Medical,https://www.crunchbase.com/funding_round/stairway-medical-angel--9117f461,1,FountainBridge Capital,Seed,FountainBridge Capital,Angel,4,,,,,,,350000000,CNY,47908454,Yes,,https://www.stairmed.com,,Early Stage Venture,,"321,358",
2022-11-07,"Pulnovo Medical is a medical device company, specializing in the treatment of pulmonary artery hypertension.",Pulnovo Medical,https://www.crunchbase.com/organization/pulnovo-medical,"Health Care, Medical, Medical Device","Wuxi, Anhui, China, Asia",Venture Round - Pulnovo Medical,https://www.crunchbase.com/funding_round/pulnovo-medical-series-unknown--168ba48b,8,"BioVenture, Cenova, Gaorong Capital, GC&H Investments, Huihe Capital, Lilly Asia Ventures, OrbiMed, Yuanbio Ventures",,Yuanbio Ventures,Venture - Series Unknown,5,,,,,,,115455473,USD,115455473,Yes,,http://www.pulnovomed.com/,$10M to $50M,,3,"321,362",
2022-12-07,MAXVAX aims to provide novel vaccine development and commercialization.,MAXVAX,https://www.crunchbase.com/organization/maxvax,"Biotechnology, Health Care, Product Research","Shuangliu, Sichuan, China, Asia",Series B - MAXVAX,https://www.crunchbase.com/funding_round/maxvax-series-b--8335cb68,4,"China Life Private Equity Investment, GF Qianhe Investment, Gortune Investment, Guohai Innovative CCI Capital",Early Stage Venture,GF Qianhe Investment,Series B,6,300000000,CNY,43019387,4200000000,CNY,602271424,1600000000,CNY,228012602,Yes,,http://www.maxvax.cn,,Late Stage Venture,,"321,372",
2022-08-18,Nuclei System Technology is a RISC-V processor IP core and solution provider.,Nuclei System Technology,https://www.crunchbase.com/organization/nuclei-system-technology,"Advanced Materials, Hardware, Manufacturing","Shanghai, Shanghai, China, Asia",Venture Round - Nuclei System Technology,https://www.crunchbase.com/funding_round/nuclei-system-technology-series-unknown--37080f1f,10,"Accurate Capital, Beijing Chengye Investment Fund Management, C&D Emerging Investment, Hubei Xiaomi Changjiang Industrial Investment Fund Management, Legend Capital, Shanghai Kechuang Jijin, Shougang Fund, Xianghui Capital, Zhejiang Paradise, Zhongguancun Development Frontier Enterprise Investment Fund",,Legend Capital,Venture - Series Unknown,4,,,,,,,,,,Yes,,https://www.nucleisys.com/,$1M to $10M,,,"322,225",
2022-09-06,Kaiwang Data is a one-stop shop for data solutions.,Kaiwang Data,https://www.crunchbase.com/organization/kaiwang-data,"Automotive, Data Collection and Labeling, Information Services","Haidian, Beijing, China, Asia",Angel Round - Kaiwang Data,https://www.crunchbase.com/funding_round/kaiwang-data-angel--026e4724,3,"Estar Capital, Sany Group, Stream Hill Angels",Seed,,Angel,3,,,,,,,,,,Yes,,https://konvery.com/,,Seed,,"323,080",
2022-12-30,"Xianlong Technology offers optical, visual measurement and inspection industries services.",Xianlong Technology,https://www.crunchbase.com/organization/xianlong-technology,"Information Technology, Software","Beijing, Beijing, China, Asia",Angel Round - Xianlong Technology,https://www.crunchbase.com/funding_round/xianlong-technology-angel--b03827a1,1,TusStar,Seed,,Angel,2,5000000,CNY,724816,,,,5000000,CNY,724816,Yes,,https://www.xianlong-tech.com/,,,,"323,244",
2022-09-23,Eeasy Tech is a high-tech company that provides advanced and complete solutions for industrial control,Eeasy Tech,https://www.crunchbase.com/organization/yizhi-electronic-technology,"Artificial Intelligence (AI), Machine Learning, Software","Tangjiabang, Zhejiang, China, Asia",Series B - Eeasy Tech,https://www.crunchbase.com/funding_round/yizhi-electronic-technology-series-b--0afc677c,1,Northern Light Venture Capital,Early Stage Venture,,Series B,5,,,,,,,20000000,CNY,3047659,Yes,,http://www.eeasytech.com/,$1M to $10M,Early Stage Venture,,"323,284",
2022-08-02,"Atech Automotive Electronics is a company that designs, develops, manufactures, and sells automotive electronic products.",Atech Automotive Electronics,https://www.crunchbase.com/organization/atech-automotive-electronics,"Automotive, Manufacturing, Sensor","Wuhu, Anhui, China, Asia",Series B - Atech Automotive Electronics,https://www.crunchbase.com/funding_round/atech-automotive-electronics-series-b--07613f5a,7,"BOCOM International, Chuangwei Venture Capital, CITIC Securities, Cornerstone Capital Bank, Cowin Capital, Fosun Capital, Huaye Tiancheng Capital",Early Stage Venture,,Series B,2,,,,,,,500000000,CNY,68972177,Yes,,https://www.atech-automotive.com/,,Late Stage Venture,,"324,009",
2022-10-12,Arctic Core aims in reducing the design cycle and NRE cost of large-scale and provide low-cost algorithms to server clusters.,Arctic Hero Core,https://www.crunchbase.com/organization/arctic-hero-core,"Application Specific Integrated Circuit (ASIC), Semiconductor","Xian Shi, Shaanxi, China, Asia",Angel Round - Arctic Hero Core,https://www.crunchbase.com/funding_round/arctic-hero-core-angel--0038d71b,4,"Iflytek, Inno-Chip, Qingdao Runyang, Semiconductor Manufacturing International",Seed,,Angel,5,150000000,CNY,20905632,,,,250000000,CNY,34779106,Yes,,http://www.bjxx.tech,,Early Stage Venture,,"325,397",
2022-11-11,Robosense is an environment perception solutions provider of autonomous driving LiDAR.,Robosense,https://www.crunchbase.com/organization/robosense,"Electronics, Robotics","Shenzhen, Guangdong, China, Asia",Venture Round - Robosense,https://www.crunchbase.com/funding_round/robosense-series-unknown--c80569e3,3,"BAIC Capital, Geely, Guangzhou Automobile Group",,,Venture - Series Unknown,7,,,,,,,211716901,USD,211716901,Yes,,http://www.robosense.cn/,$100M to $500M,IPO,,"334,644",
2022-12-14,Multiway Robotics provides intelligent manufacturing and logistics solutions based on robotics and artificial intelligence technologies.,Multiway Robotics,https://www.crunchbase.com/organization/multiway-robotics,"Artificial Intelligence (AI), Intelligent Systems, Robotics","Shenzhen, Guangdong, China, Asia",Series B - Multiway Robotics,https://www.crunchbase.com/funding_round/multiway-robotics-series-b--3e92e28b,3,"Albatross Venture, Borun Capital, Huaye Tiancheng Capital",Early Stage Venture,Huaye Tiancheng Capital,Series B,4,200000000,CNY,28773252,800000000,CNY,115093010,400000000,CNY,58280047,Yes,,http://www.mw-robot.com/en/,,Early Stage Venture,1,"335,941",
2022-09-02,LEADRIVE provides domestic power semiconductors and new energy vehicle drive solutions.,LEADRIVE,https://www.crunchbase.com/organization/leadrive,"Automotive, Electric Vehicle, Service Industry","Shanghai, Shanghai, China, Asia",Series C - LEADRIVE,https://www.crunchbase.com/funding_round/leadrive-series-c--140a102a,2,"Legend Capital, Shenzhen Juntong Capital Investment Management",Late Stage Venture,,Series C,11,,,,,,,1574000000,CNY,222830832,Yes,,http://www.leadrive.com,,Late Stage Venture,,"337,417",
2022-11-02,"Founded in 2009, Chinese leading eye-tracking hardware software solution company",7Invensun Technology,https://www.crunchbase.com/organization/7invensun,"Personal Health, Product Research, Virtual Reality","Haidian, Beijing, China, Asia",Series D - 7Invensun Technology,https://www.crunchbase.com/funding_round/7invensun-series-d--bca55f51,3,"Qualcomm Ventures, Tsinghua Capital, Tsinghua Holdings Capital",Late Stage Venture,Tsinghua Holdings Capital,Series D,4,15000000,USD,15000000,,,,15000000,USD,15000000,Yes,,http://7invensun.com/,$10M to $50M,Late Stage Venture,,"339,468",
2022-11-30,Yangqi Intelligent is a provider of solutions for medical equipment.,Yangqi Intelligent,https://www.crunchbase.com/organization/yangqi-intelligent,"Health Care, Medical","Baoan, Guangdong, China, Asia",Angel Round - Yangqi Intelligent,https://www.crunchbase.com/funding_round/yangqi-intelligent-angel--a70ead5e,2,"BioVenture, HSG",Seed,BioVenture,Angel,4,,,,,,,,,,Yes,,https://www.jancsitech.net/,$10M to $50M,Seed,,"340,237",
2022-10-01,Beijing Qinghang Bauhinia Equipment Technology Co. is a Helicopter development Company.,Beijing Qinghang Bauhinia Equipment Technology Co.,https://www.crunchbase.com/organization/beijing-qinghang-bauhinia-equipment-technology-co,"Aerospace, Automotive, Manufacturing","Beijing, Beijing, China, Asia",Series B - Beijing Qinghang Bauhinia Equipment Technology Co.,https://www.crunchbase.com/funding_round/beijing-qinghang-bauhinia-equipment-technology-co-series-b--c6595023,7,"China Aviation Development, Heguan Fund, Hongshi Capital, Jiuzhi Capital, Linyun Capital, Summitview Capital, Yttrium Capital",Early Stage Venture,China Aviation Development,Series B,2,200000000,CNY,28105677,,,,295000000,CNY,41981380,Yes,,,,Early Stage Venture,,"341,038",
2022-09-28,Puncture Robotic develops venipuncture robots that help in conducting blood collection without human intervention.,Puncture Robotic,https://www.crunchbase.com/organization/puncture-robotic,"Health Care, Medical Device, Robotics","Shanghai, Shanghai, China, Asia",Series A - Puncture Robotic,https://www.crunchbase.com/funding_round/puncture-robotic-series-a--90feeeb6,1,Jolmo Capital,Early Stage Venture,Jolmo Capital,Series A,7,,,,,,,30861550,USD,30861550,Yes,,http://www.pangce.com.cn,,Early Stage Venture,,"341,243",
2022-09-02,"Linkingfresh is a logistics, supply chain, and eCommerce platform for the fresh frozen products industry.",Linkingfresh.com,https://www.crunchbase.com/organization/linkingfresh-com,"Agriculture, E-Commerce, Food and Beverage, Manufacturing","Qingdao, Fujian, China, Asia",Series B - Linkingfresh.com,https://www.crunchbase.com/funding_round/linkingfresh-com-series-b--c78289e1,2,"Cowin Capital, SDIC Venture Capital",Early Stage Venture,SDIC Venture Capital,Series B,4,,,,,,,30869818,USD,30869818,Yes,,https://www.linkingfresh.com,$1M to $10M,Early Stage Venture,,"341,773",
2022-11-10,Pateo uses artificial intelligence to provide automobile solutions.,Pateo,https://www.crunchbase.com/organization/pateo-group,"Artificial Intelligence (AI), Automotive, Machine Learning, Predictive Analytics, Software","Shanghai, Shanghai, China, Asia",Venture Round - Pateo,https://www.crunchbase.com/funding_round/pateo-group-series-unknown--4c5d929d,1,Ryan Fund,,Ryan Fund,Venture - Series Unknown,7,,,,,,,796101658,USD,796101658,Yes,,https://www.pateo.com.cn/en/,Less than $1M,,,"342,898",
2022-11-28,FreeTech is a provider of intelligent driving solutions and products.,FreeTech,https://www.crunchbase.com/organization/freetech,"Automotive, Hardware","Hangzhou, Zhejiang, China, Asia",Series B - FreeTech,https://www.crunchbase.com/funding_round/freetech-series-b--8f8a7276,10,"Aspen Capital, BAIC Capital, Chaos Investment, Guopeng Capital, Hengxu Capital, SAIC, Shaanxi Automobile, Sun Life Everbright Life Insurance, TCL Industry Holding Corp., Tongxiang Chemical Corp.",Early Stage Venture,Chaos Investment,Series B,6,100000000,USD,100000000,,,,204432463,USD,204432463,Yes,,https://www.autofreetech.com/,$10M to $50M,Early Stage Venture,4,"343,474",
2022-10-20,"Hesuo is a catering brand that develops and produces zero-sucrose baking products like scones, jujube cakes, and puddings.",Hesuo,https://www.crunchbase.com/organization/hesuo,"Bakery, Catering, Food and Beverage, Food Processing","Beijing, Beijing, China, Asia",Angel Round - Hesuo,https://www.crunchbase.com/funding_round/hesuo-angel--83b58dd6,1,Naixuecha,Seed,Naixuecha,Angel,2,10000000,CNY,1385656,,,,2785656,USD,2785656,Yes,,,,Seed,,"345,257",
2022-08-12,Turbox is an incubation service provider driven by the technology industry chain.,Fuhua Incubator,https://www.crunchbase.com/organization/fuhua-incubator,"Consulting, Enterprise, Incubators, Small and Medium Businesses","Beijing, Beijing, China, Asia",Seed Round - Fuhua Incubator,https://www.crunchbase.com/funding_round/fuhua-incubator-seed--2be72da4,1,MinIPO,Seed,MinIPO,Seed,3,,,,,,,2280000,CNY,342816,Yes,,http://www.turbox.cn/,,Seed,,"345,695",
2022-12-16,"Lattice Microelectronics promote the design and development, module manufacturing and vehicle application of power semiconductors.",Lattice Microelectronics,https://www.crunchbase.com/organization/lattice-microelectronics,Electronics,"Yuhang, Zhejiang, China, Asia",Seed Round - Lattice Microelectronics,https://www.crunchbase.com/funding_round/lattice-microelectronics-seed--74d4814e,4,"Gaorong Capital, Vision Knight Capital, Walden International, Wofeng Industrial",Seed,Walden International,Seed,4,,,,,,,500000000,CNY,70213871,Yes,,,,Early Stage Venture,,"359,308",
2022-10-23,Deep Robotics specializes in the application of the global quadruped robot industry.,Deep Robotics,https://www.crunchbase.com/organization/deep-robotics-2d70,"Artificial Intelligence (AI), Information Technology, Robotics","Hangzhou, Zhejiang, China, Asia",Series B - Deep Robotics,https://www.crunchbase.com/funding_round/deep-robotics-2d70-series-b--08550153,4,"Cybernaut Venture Capital, F&G Venture, West Lake Science and Technology Direct Investment Fund, Yinxinggu Capital",Early Stage Venture,F&G Venture,Series B,2,,,,,,,,,,Yes,,https://www.deeprobotics.cn/about.html#d1,,Early Stage Venture,,"348,860",
2022-08-01,Lucky Coconut is a beverage brand that specializes in the production of coconut water based hydration products.,Lucky Coconut,https://www.crunchbase.com/organization/lucky-coconut,"Consumer Goods, Food and Beverage, Manufacturing, Snack Food","Beijing, Beijing, China, Asia",Angel Round - Lucky Coconut,https://www.crunchbase.com/funding_round/lucky-coconut-angel--5044d969,1,K2VC,Seed,K2VC,Angel,2,140000,USD,140000,,,,140000,USD,140000,Yes,,https://www.luckhaha.com/,,Seed,,"349,448",
